Topic_id,Erik_id,Erik_video_title,Video_title,match_score
10860209,373,08. Chinese Medical Diagnosis - Hilery Dorrian,9. Chinese Medical Diagnosis - Hilery Dorrian.mp4,71.68
10870201,411,05. Teenagers II (Part 1) - Hilery Dorrian,1. Cancer II (Part 1) - Hilery Dorrian.mp4,50.31
10870201,412,06. Teenagers II (Part 2) - Hilery Dorrian,1. Cancer II (Part 1) - Hilery Dorrian.mp4,50.31
10870201,464,08. Cancer (Part 1) - Hilery Dorrian,1. Cancer II (Part 1) - Hilery Dorrian.mp4,58.03
10870201,465,09. Cancer (Part 2) - Hilery Dorrian,1. Cancer II (Part 1) - Hilery Dorrian.mp4,58.03
10870201,466,01. Cancer II (Part 1) - Hilery Dorrian,1. Cancer II (Part 1) - Hilery Dorrian.mp4,71.68
10870201,467,02. Cancer II (Part 2) - Hilery Dorrian,1. Cancer II (Part 1) - Hilery Dorrian.mp4,71.68
10870202,411,05. Teenagers II (Part 1) - Hilery Dorrian,2. Cancer II (Part 2) - Hilery Dorrian.mp4,50.31
10870202,412,06. Teenagers II (Part 2) - Hilery Dorrian,2. Cancer II (Part 2) - Hilery Dorrian.mp4,50.31
10870202,464,08. Cancer (Part 1) - Hilery Dorrian,2. Cancer II (Part 2) - Hilery Dorrian.mp4,58.03
10870202,465,09. Cancer (Part 2) - Hilery Dorrian,2. Cancer II (Part 2) - Hilery Dorrian.mp4,58.03
10870202,466,01. Cancer II (Part 1) - Hilery Dorrian,2. Cancer II (Part 2) - Hilery Dorrian.mp4,71.68
10870202,467,02. Cancer II (Part 2) - Hilery Dorrian,2. Cancer II (Part 2) - Hilery Dorrian.mp4,71.68
10870203,312,04. Practitioner Development - Maggie Dixon,3. Practitioner Development II (Part 1) - Maggie Dixon.mp4,51.94
10870203,313,05. Practitioner Development - Maggie Dixon (Part 2),3. Practitioner Development II (Part 1) - Maggie Dixon.mp4,63.28
10870203,430,04. Practitioner Development - Maggie Dixon,3. Practitioner Development II (Part 1) - Maggie Dixon.mp4,51.94
10870203,469,04. Practitioner Development II (Part 1) - Maggie Dixon,3. Practitioner Development II (Part 1) - Maggie Dixon.mp4,75.23
10870203,470,05. Practitioner Development II (Part 2) - Maggie Dixon,3. Practitioner Development II (Part 1) - Maggie Dixon.mp4,75.23
10870204,312,04. Practitioner Development - Maggie Dixon,4. Practitioner Development II (Part 2) - Maggie Dixon.mp4,51.94
10870204,313,05. Practitioner Development - Maggie Dixon (Part 2),4. Practitioner Development II (Part 2) - Maggie Dixon.mp4,63.28
10870204,430,04. Practitioner Development - Maggie Dixon,4. Practitioner Development II (Part 2) - Maggie Dixon.mp4,51.94
10870204,469,04. Practitioner Development II (Part 1) - Maggie Dixon,4. Practitioner Development II (Part 2) - Maggie Dixon.mp4,75.23
10870204,470,05. Practitioner Development II (Part 2) - Maggie Dixon,4. Practitioner Development II (Part 2) - Maggie Dixon.mp4,75.23
10870205,471,06. Prescribing Styles - Robert Bridge,5. Prescribing Styles - Robert Bridge.mp4,66.94
10870206,399,03. Heart Therapeutics - Dion Tabrett,6. Therapeutics - Dion Tabrett.mp4,51.01
10870206,472,07. Therapeutics - Dion Tabrett,6. Therapeutics - Dion Tabrett.mp4,60.30
10870207,473,08. The Small Botanicals - Tony Hurley,7. The Small Botanicals - Tony Hurley.mp4,71.68
